content,score
Bagus dan sangat membantu dalam semua transaksi perbankan.. Terima kasih bca..,5
Sangat memuaskan pelanggan,5
"DASAR APLIKASI KORUPSI!!!. Ga bisa login cuma bisa ngabisin pulsa,BALIKIN PULSA GUA GAMAU TAU!!!.",1
20X SMS notice tidak dapat masuk id buang pulsa tolong di perbaiki 😭😭😭,2
Kesel ih kebanyakan di update kaya apa aja mana harus ada pulsa buat update nya ribet banget,1
"kok +62 INDONESIA nya tak ada pas mau milih negara,,knapa tambah ribet",2
Terbaik saat ini,5
"Verifikasi sms nya perbaiki ,harusnya ada metode lain pakai kode OTT ,email dan sebagai nya",1
Lebih praktis menurut saya,5
"Saya coba aktivasi, berulang2 kirim SMS pun gagal terus bagaimana ya?",3
"Sudah OK, semoga terus bisa dikembangkan biar bisa selengkap mbca",5
Satu minggu update dua kali,4
Min.. aku buka e deposito sudah berhasil dan terdebet juga tapi why sudah H+1 pas cek akun saya tidak memiliki rekening deposito min.. tapi kalau aku cek di mbca sudah terbentuk min no rek dan no bilyet nya . Please jawab 😭,5
"Error nya noh di bgusin,nyusahin klo mau tf""ke org",2
"Tolong mybca semenjak update pin mbanking ku salah mulu dan di blokir,pas mau reset sandi bca id sama no atm nya gak sesuai padahal udh sesuai,pliss lah gara gara update mybca ku ke blokir",1
"Gagal login 1x langsung blokir, minta kode OTP gak pernah berhasil Makin ngaco ni aplikasi",1
"Aplikasi sampahhh, jaringan bagus, bisa buka bank lain, dsni malah ngeleg muluhhh,hapus ajaa",1
"Kenapa ya , setiap kiriman ke bank lain pake LLG selalu di tolak, padahal no rekening sudah benar, bisanya pake yg real-time doang,,",1
Hadeuh... error ... ada kesalahan.. pulsa langsung habis buat sms ..,1
"Masih blm bisa di android 0S 12,berasa ga canggih 🥹",1
"Sangat baguss dengan apk ini mau apa"" jadi mudah. 🙂",5
Fasilitas pembelian dan pembayaran cepetan ada dong,5
Baru makai dah puas banget. Makasih mbak bca nya yang ngasik tau tentang aplikasi ini. My bca I like....,5
Saya suka menggunakan aplikasi mybca ini,5
"harus verifikasi lewat sms, ribet banget, padahal kartu itu jarang ada pulsanya",1
Kenapa ya kalo lupa sandi ribet banget ya wajib telpon csnya sampe habis pulsa 100 RB baru kelar kalo gak harus ke teler,2
Tolong untuk riwayat pemasukan segera di betulin tidak bisa lihat pemasukan,4
"Sy sdh instal, tp tdk bisa login, pdhl statusnya sdh aktif..?? Gmn ini solusinya..??",1
sangat membantu,5
"Apk ga jelas login susah,masa udah SMS kaga BS login mulu",1
Sangat sangat KECEWA... Uang saya hilang hilang dan terpotong sampai 2 kali !! Jujur ini bukan yang pertama kali tapii sudah sering. Gak percaya & Takut nabung di sini👎,1
"Kok baru daftar bca id setelah setuju, ada notif bca id tidak tersedia",2
Kok saya tidak bisa verifikasi ya?? Sudah masukkan no atm trus di lanjutkan kirim sms saya kirim tidak bisa menggunakan telkomsel.. ini gimana bca???,1
"Kacau Update malah gak bisa di buka di xiaomi, FC terus",1
Aku sudah mencobanya... Lebih mudah buka LiVIn Mandiri.. banding myBCA.. ini parah. Asli di persulit,1
Kebanyakan updated susah masuk ngelek !!,1
"Mantab,,transaksi cepat mudah dan nyaman",5
"Apk apa,an ini sampai ngabiskan pulsa banyak juga gak bisa2 login",2
Keren lebih simple dan ringan aplikasinya,5
"Aplikasi bagus, cuman minta terus aktivasi terus menerus.",3
Susah bgt buat aktivasinya udh 10x SMS gagal terus,2
"Aplikasi baik, cuman.. semenjak install app ini banyak nomor spam yg menghubungi saya.",4
"Kurang lengkap, justru yang paling penting cara bayar kartu kreditnya malah di hilangkan dari Mbca sebelumnya",2
Belum komplit. Ga bisa isi token pln & pascabayar pln,1
"Kenapa yak, saya kan udah isi saldo Tapi kenapa saldo masing kosong. Saldonya gak masu masuk..",1
Udh daftar sama verifikasi ttp aja gk bisa masuk menghabiskan pulsa,1
"Parah banget, gak bisa login², kirim sms mulu",1
"Rajin amat update aplikasi,ribet muncul notif minta diupdate",1
Apk jelek jangan di download,1
mantap makin tambah lebih gampang untuk bertraksi,5
Sangat membantu dan aplikasinya mudah di gunakan,5
Sekelas bca bobrok banget kok gk di benerin si susah login ngabisin pulsa dll . Kalo gk niat buat apk jangan buat apak mending update BCA mobile aja jangan banyak banyak apk nya,1
Kenapa tidak bisa login cek Saldo dan transfer selalu hubungi hallo BCA,5
Sangat bagus dan memuaskan,5
Semoga bisa di tingkat kan lagi untuk semua fiturnya,4
"Pas masuk suka ada respon ""ops terjadi kesalahan silahkan coba lagi"" itu kenapa ya?",2
Kalo mw buka aplikasi trus mw transaksi.apakah pake data kuota/pls biasa.????,3
"Aplikasi buruk untuk pelayan cs,,",1
"Mantab, mudah,gak ribet",5
Aplikasi nggk menguntungkan sekali masak id benar password benar Ndak bisa masuk,1
"Sudah sangat bagus, sangat memprotec dan melindungi nasabah. BCA sangat luar biasa",5
enak! lebih gampang cek saldo tanpa ribet harus pake pw,5
Setiap kali masukin no atm eror terus pdahal pulsa mencukupi . Tolong ini jd bagaimna ya solusinya,1
"Saya mau tanya,semenjak hp di reset,mybca saya ga bisa kebuka bagaimana saya mengatasinya.",2
Mw login susah bner udah kirim SMS berkali kali gagal pulsa banyak ke sedot,1
"Tiap bulan update terusssss, yg buat sistemnya gimana sihh ?",3
"Kurang lengkap fitur nya, pembayaran fif tidak ada tidak spt mbangking bca",5
"daftar aja gk pernah, tiba tiba dapet email aktivasi, aneh ya",1
"belom bisa pake aplikasinya, soalnya tinggal kirim kode otp doang tapi ga di kirim kirim",2
Susah sekali utk registrasi sih. Belum berhasil juga sdh ganti 2 alamat email,2
Parag sekali setalah updet tidak bisa di buka appnya,2
Tampilan bagus. Fungsinya blm lengkap.,3
Aplikasinya selalu verivikasi lewat sms (memakan pulsa),1
Susah otp gajelas banget,1
"Lah tolol,org masukin otp bener bener salah mulu mau lu apa anj Pulsa gw udh abis tolol tolol ribet cara pemakaian aplikasi gini minta aktivitas berkali kali aktif juga engga,tadi di blokir gara-gara otp salah,padahal yg ngirim kan dr situ, lucu lo anj",1
Updete trus bikin risih,3
"Sangat Membantu, tingkatkan terus pelayanannya ya... thanks :)",5
Cuma mau aktifin & permintaan kode otp lewat sms aja sudah bikin boros pulsa reguler. Males deh,1
"Jadi galau mau pake mybca atau bca mobile masing² punya kelebihan dan kekurangan,jadinya 2²nya diinstall",5
"Saya sudah dowload myBca,malah sudah berhasil ,tapi tiap login terus saja harus ada verivikasi diri anda lewat halo bca,dan itupun sdh saya lakukan,malah ID Laporabyapun sdh sy tulid kemudian katanya tunggu 2 hari kerja nanti ada yg nlp,tapi sampai hari ini sdh lebih dari 6 hari ga ada sama sekali yg nlp,saya jadi heran bank sebesar bca pelayananya jelek bikin kecewa saja",1
"Kenapa akhir-akhir ini kayak gangguan gitu ya,buat transaksi lama muter-muter aja",3
"Sangat bagus, mudah dan membantu Untuk bertransaksi",5
"Kalo update tuh sekalian tunjukin perubahannya, ini malah tiap hari gajelas update mulu",1
"Kendala Hanya saat login saja ID Diblokir padahal baru saja buat ID BCA nya Dan di Riwayat Transfer Tolong update dilengkapi dengan tanggal bulan jam menit nya, Terimakasih",4
Ribet banget mau masuknya juga 😠 malah ngabisin pulsa doang 😠 terus aja balik lagi kesitu,1
Aplikasi gk guna apalah mau transfer gk bisa bisa jelek aplikasi gendeng,1
"Upload KTP gagal terus padahal saya upload di BCA mobile lancar"" aja",1
Kok gak bisa daftar padahal sudah di isi semua kolom registrasi,1
"Aplikasi ringan dan transaksi sangat simpel,tanks MyBCA",5
"Feedback dari gw, mending apps BCA Mobile sama Welma digabungin aja ke MyBCA. Jadi bisa jadi Super Apps",4
Eror waktu buat bca id,1
Verifikasi muka sangat sulit sudah brp kali tidak verifed,1
Knp saat kirim sms utk aktivasi tidak bisa pdhl pulsa masih banyak,2
Verifikasi terus terusan ga masuk masuk cuman ngabisin pulsa aneh,1
Tolong tambahkan login fingerprint biar gak repot ketik password,5
update terus malah makin lemot aneh,3
Ngabisin pulsa Woyy! Tinggal login aja bolak-balik harus kirim SMS. Ga berhasil juga.,1
Bener pulsa sampe habis gak masuk ke menu aktivasi terus gimana sih,1
"kok pas verifikasi wajah susah, saya sudah coba 3x masih belum bisa",3
selalu update pdahal dah di update minta update lagi,1
Mantap ada nya my BCA membantu,5
ini knpa GK bisa masukk oyy,3
Semantara saya kasih Bintang 4 (empat),4
Bank eng punya hati dan sombong,1
Efektif dan efisien. Mudah dan banyak kegunaannya.,5
Selalu dibilang verifikasi gagal padahal smua sudah sesuai,1
Lebih memudahkan transaksi dan cepat prosesnya,5
Aplikasi yg sangat mudah dimengerti.sukses trus buat BCA,5
maksa bgt minta update,1
"verifikasi wajah ndm pernah ada jawaban sukses, tulisan terus buka mata dan mulut, itu teus walau 1jam, baterai sdh habis 30%",1
"Gak jelas tiba2 terblokir, kirim sms ngk bisa pulsa ada",1
Lebih mudah dalam bertransaksi dan semakin lengkap.,5
Kirim kode otp aja gak bisa bisa lagi butuh malah gak bisa di gunakan,1
Memudahkan kebutuhan transaksi,4
Ribet dan lama nunggu verifikasi datanya. Tidak semudah BCA Mobile,1
Tolong dong mutasinya di buatin jam dan menitnya biar enk klo ada yg tf takutnya dia pake mutasi jam sbelumnya..,3
"Otp ga muncul"" padahal jaringan bagus pulsa banyak",2
Udah bbrpa hr ini myBCA sy ko Tdk bs dbka.,4
"Semuanya bagus, transaksinya cepat, sangat memuaskan",5
Bagus bangett.. lebih bagus dr mbca fitur2nya.. 😍,5
Semua transaksi terasa lebih mudah dan lebih praktis,5
"Sejak ada ini enak, notif kluar masuk selalu update",5
"Tolong ya tolong banget ini... Kenapa ga ada angin ga ada hujan terblokir m banking saya, sengaja ya supaya bisa narik pulsa orang pengguna m banking?",1
eror terus pas login akun di bagian verifikasi muka,1
Verifikasi eKTP gagal terus. Oke skip,1
Sulit bgt daftarnya padahak data udah sesuai. Kecewa,1
Tidak bisa daftar walaupun di pandu CS . Aplikasi tersulit didunia,1
Pas mau di update ngga bisa dibuka aplikasinya 🤦‍♂,1
"Habis update , klik transfer langsung ngeblank...",1
"Udah login dengan password yang bener tapi malah diblokir, gimana sih",3
"Susah banget ini ma, verifikasi nya lama udah telpon suruh nunggu antrian sampe abis pulsa hadeuh",1
Keren abis ini sih mudah buat segala nya komplit,5
"Tolong deploper perbaiki, sulit banget buat akses verifikasinya",1
"Makin lama makin tidak jelas ni mybca maupun mbca minta kode otp nya lama banget nunggu, malah jadi ke blokir m banking gue tay emng BCA lama2 gjls, udh gitu minta otp musti pake pulsa lagi, udh jadul mending kode otp Lewat wa skrng kebanyakan",1
"Semakin kesini banyak gangguan, liat aja berita nya di media",1
"Halo, saya ingin buka rekening kenapa error terus yaa? susah sekali",3
Aplikasi busuk mau tf aja udah 2 jam gak beres beres,1
Kadang tiba2 ngeblank gak bs dibuka dan lama nunggunya,4
"Baru seminggu kemaren minta update, sekarang udah minta update lagi. Perasaan minta update mulu.",3
keseringan update,1
Tampilan nya bagus gampang dimengerti,5
Kok gak bisa di buka,1
saya melihatnya alesan dari pengguna lain,2
"Gajelas beberapa kali daftar,nunggu aktivasi ngulang ngulang ngabisin pulsa aja.",1
Aplokasinya udah 5 kali ga bisa verifikasi wajah. Bapuk aplikasi jelek,1
"Cukup membantu ..tapi .satu yg pernah gue alami ..tiba"" sering keblokir sendiri",4
Percuma pakai apk.kalau ujung ujung saya harus verifikasi kekantor cabang.pulsa udah habis buat login.ujungnya mengecewakan.setan,1
kalau bisa bagian inbox transfer dibuat spt dulu bisa dihapus thx,2
Diarahin ke SMS terus tapi gabisa login sampe pulsa abis,1
"Mantap tampilan lebih bagus, Ditunggu update nya",5
"Simpel login nya juga kenapa gak semua disini ajh, ayo cepet update nya",3
Wow keren sangat suka sekali ini yang ku tunggu best innovation dari Bank BCA Indonesia thanks,5
"Layanan CS sangat cepat, pembuatan rekening sangat Cepat, dan untuk informasi cepat",5
"Jadi lemot banget,sering error Jadi double2 pembayaran",1
Gajelas mau masuk susah banget lemot kirain sinyalnya gataunya mybca nya yg lemot,1
Aplikasi gilaaa..tiap 3 hari update mulu..nyusahin orang mau transaksi aja..sekelas bca aplikasi ga mutu gini,1
Pulsa abis sepuluh kali lebih sms belum terverifikasi buat rekening baru,1
"Tolong dicek lagi app myBCA nya ya , app sering tidak berjalan dengan baik",3
Saya sudah ajukan Paykater 3 hari tidak ada kabar. Infonya hanya 24 jam dr pendaftaran. Gimana ini ??,2
"Banyak bug di android 13, suka force close",3
Sdh habis pulsa banyak tp gak bisa masuk sering login sendiri,1
"Kasih tau sama developer nya, fitur TF ke dana gagal terus.",5
Sudah habis pulsa banyak tapi setiap mau verifikasi selalu gagal,1
"Keren, semoga ditingkatkan lagi performanya",5
"Semakin di update semakin lemot, pdhal dh pakai wifi pribadi di kntor astaga",3
"Bagus bos, lebih modern UI nya",5
"Setiap buka bca baik myBCA atau BCA mobile, internet tiba-tiba jadi 0Kbps. Padahal untuk buka yang lain normal-normal saja 3-5Mbps. Muhasabah diri Anda, wahai BCA",1
"Gagal terus registrasi, habisin pulsa aja. Selalu tulisan muncul sudah ada BCA id ...",1
Semoga fitur finger scan sudah ada. Karena memudahkan untuk login. Soalnya bank tetangga sebelah sudah melakukannya.,5
"Ga bisal login padahal udah aktivasi, udah tiga kali kirim sms otp malah ga bisa. Buang buang pulsa gua lu, GANTI GA?!?!",1
Susah mau masuk berulang² masukin id password tetep aj ngk bisa²,2
Cs Halo BCA nya ramah sekali,5
kgk jelas di suruh masukin nomor telepon tapi kode negara sendiri malah kgk ada kocak...,1
sangat baik mengunakan myBCA,5
Ini gmn mau nambah nomor HP tapi kode negara Indonesia nya gak ada gimana sihhh,1
"Aplikasi sering keluar sendiri, terus diperintahkan untuk verifikasi",1
Tolong fitur m-admin di apk myBCA diadakan krna tdk bisa hapus riwayat rekening org lain yg lama tersimpan,5
Di telpon operator gak jawab2,1
"Scan QR sering tidak terbaca, sisanya oke bisa menggantikan mobile BCA",4
Alih2 pngn yg mudah g tau nya susah pulsa kesedot trs mending berhasil ttp g berhasil,1
Ehh ternyata saya yg ga tau caranya... Maap maap Overall dah bagus ko ini aplikasinya,5
Kenapa setiap mau login verivikasi gagal terus sampe BCA ID keblokir terus,1
lancar jaya kok. kak. gak ada kendala. kecuali jaringan jelek baru.,5
dulu ga sering eror. skrg lama banget sering erorrr,3
"Tiap kali vdrifikasi wajah berulang kali gagal terus, kembali lagi ngulang2 dari awal..ribet jadinya",1
"Masih sering trouble, semoga segera ada pembenahan software",3
"Aplikasi nya bikin mumet ,emang gak bisa yah bca mobile saja",1
"Paylaternya tidak muncul di Qris.. Saya sangat kecewa.., 😡😡😡😡😡",1
"Aplikasi buruk, selalu minta aktifasi melalui sms.",1
Makin bagus myBCA,5
Bagus.. mudah digunakan.. Saya menggunakan apk ini karena ada fitur paylater nya . Walaupun ditolak Mulu 😆😅,5
"Terlalu banyak update aplikasi,jadi lemot",1
aplikasi bapuk! udh 10x cba verifikasi ttp gabisa aneh,1
Susah bgt ya mau aktivasinya udah kirim sms 4kali,2
BCA selalu di hati,5
"Tolong kasih fitur verifikasi pake kamera belakang dong kak, soalnya kamera depan saya rusak 😭",1
Aplikasi verifikasi wajah aja susah bener . Padahal udah jelas banget .,1
"MY BCA udah keren, hanya msih kurang belum ada menu cardless😊",5
Diperbaharui kok makin lambat ya tiap kali buka menu aplikasi nya?,5
Sangat mudah dipahami sangat membantu dalam transaksi,5
"Alhamdulillah membantu, semoga keamanan selalu terjaga untuk kenyamanan nasabah",5
Memudahkan transaksi,5
"Aplikasi ini versi lengkap dari M-BCA dengan tampilan layar yang lebih mudah, sejak install ini jadi jarang pakai MBCA",5
Kirim otp ko ga ada terus yaa ?? Susah banget buat login,3
Entah kenapa proses aktivasi kirim sms ke 89888 sdh lima selalu gagal.,1
Penggunaannya mudah Sangat membantu saya dalam mentransfer uang dalam jumlah besar Saya sangat puas dengan pelayanan BCA Karyawannya sangat ramah dan hormat sekali sama nasabah Semoga BCA tambah jaya Pelayanannya sangat cepat dan ramah sekali Saya walaupun uang sedikit tetap dihormati sehingga saya merasa tersanjung Semoga Allah memberkati kita semua Hidup BCA Hidup NKRI Keyakinan boleh beda agama boleh beda tapi kita satu pencipta yaitu Allah subhanahu wa ta'ala I love BCA,5
Sangat membantu untuk kebutuhan belanja apa aja,5
"SMS OTP sangat amat Tak masuk Otak , kede OTP ngirim berkali"" ga masuk""",1
sangat membantu,5
Lebih bagus lagi login menggunakan verifikasi wajah dan sidik jari 😂,3
Susah masuk aplikasi loading lama...buka apk bank lain bisa...tp buka apk my bca loading lama,2
Developer tolong kembalikan menu Transfer favorit.,5
Gmn nih mau msk suruh update trus .sdh diupdate ga bs msk2,5
Semenjak di upgrade jadi ga bisa masuk terus,4
"Kalau gak bisa bikin aplikasi, jangan memaksakan.. apalagi sampai menyusahkan orang banyak..🤦‍♂️",1
"aplikasi soakk ngabisin pulsa doang,timbang verifikasi pesan sms gak ada balasan ..sekelas BCA KALAH SAMA BTPN ""JENIUS""",1
Tambahkan fitur pemasukan dong min.. Agar kita bisa melihat pemasukan dr orang lain 🙏,4
Semakin berkembang pesat untuk myBCA,5
"Super dan mudah digunakan,... keamanan di BCA lebih canggih",4
"Saya mau ngajuin play leter gagal terus susah bangget harus datang ke teras terdekat ,",1
"Pantes pulsa habis, ternyata tiap otp ini aplikasi nyedot pulsa....sialll....udah gt gag bs dibuka, hadehhh...",1
Multifungsi aplikasi dan mudah penggunaan nya,5
Ampun dahh id udah bner pasword udh bner masuk y ke SMS truss buat login kg bisaa,2
Setelah update selalu force close. Ampun deh,1
"Kalau mau login harus SMS dulu, kenapa tidak pakai WA??? Payah !",1
Fitur pemasukan belum ada. Fitur pengeluaran sudah ada. 😅 Gimana ini,5
membantu sekali,5
"Kenapa mau buat bca id, selalu ada pesan gagal & suruh coba lagi",5
Isi pulsa berkali2 tapi tetep gak bisa verifikasi. Ribett,1
"Ribet ah udah ada rek kok, udh bikin id sama pw juga tto ga bisa log in. Terus terusan suruh sms ih ribet banget sumpah! Ga sudi kasih bintang 1 pun",1
Pelayanan bagus,5
"Vitur mybca sudah bagus, tp msh byk yg harus ditambahin seperti isi ulang token listrik tidak ada Terimakasih",3
"Top banget my BCA ini, pelayanan Joss banget sat set juga",5
bca memang asyik,5
kalau ada fitur potong saldo e-toll flazz melalui nfc akan lebih bagus lagi...,4
Kebanyakan update malah eror! Ayooolah tolong di perbaiki...,5
"Pelayanan nya sangat baik, ramah mudah senyum",5
"BCA TER THE BEST . FITUR TERLENGKAPP , MUDAH DIFAHAMI LUVVV BCA ♡♡♡♡♡",5
Yahh .sekarang pake KODE OTP pulsa .. bagus sih biar aman ..tp lg gk ada pulsa,5
Tolong ditambahkan menu penambahan nomer rekening. Karena banyak nasabah yang memiliki lebih dari 1 nomer rekening. Terimakasih,4
Sudah registrasi berkali kali buang buang pulsa ga bisa log in,1
BCA id udah di bikin pulsa ada .. terus di sruh masukin nomor kartu eehh gak bisa .. ya ampun bukanya gampang malah ngrribetinnn ..,1
"terlalu ruwet.., menghabiskan pulsa.. gak bisa login",1
Pengembang aplikasi nya kayak anak magang Aplikasi banyak bug di rilis,1
Fitur sangat lengkap dan bisa transfer sampai nominal besar,5
Parah gak bisa verifikasi wajah padahal cahaya sdh terang tolong diperbaiki lgi,1
Sejak update kemaren malah tamba lemot ini aplikasi🤦🤦,1
penunjang pembayaran yg luar biasa memudahkan 🥰,5
Ok mantap menggunakan my BCA lebih nyaman aman cepat dalam bertransaksi mudah dalam penggunaannya pokonamh ok banget👍👍👍,5
apk gajelas bca gj semua apk aku cobain buat bisa masuk malah gabisa bisa. kalo mo nyedot pulsa ngmng aja jan make apk gini buanv buang pulsa,1
Kebanyakan update,1
Pembayaran Qris gagal saldo terpotong.dan 1 bulan penuh dana tidak kembali...,1
Awalnya kaget pas awal buka rekening lewat online . Nyoba tranfer dari gopay ke mybca kog ga masuk sampai 2x . Setelah lapor cs karna harus ada endapan 50k 😁🙏 pantes aku tf 25k ga nampak nominal nya .cuma Rp.000 😅 setelah tak genepin 57rb .baru deh tuh 7rb nya nongol .trimakasih bca trimakasih cs nya yg satset responya .semoga kedepanya makin jaya,5
"Selalu kasih full bintang, meski paylater belum bisa lolos",5
Bentar-bentar update. Makin beratkan beban hp,3
Mantap akhirnya saran untuk tampilan saldo masuk di menu riwayat di dengar,5
sering eror.. koneksi lancar tapi buka mybca nya tdk merespon,1
Habis update kenapa malah force close terus bos,1
"Registrasi BCA ID tidak bisa dilakukan, tidak masuk ke page verifikasi... 👎",5
Betapa susahnya mengaktifkan myBCA tanpa ke bank. Harus nunggu telpon dari CS yang menelpon bukan disaat yang tepat.,1
"Aplikasi simple, dan memuaskan",5
"Bagus, kalo bisa tambahin cardless dan fitur lainnya seperti mBanking",5
mudah dan gampang pengunaannya terimakasih my bca sangat membantu,5
"Kenapa update yg sekarang malah harus login ulang ,masalah nya no hp dah ga aktiv tolong solusinya gi mna",4
Mudah & cepat pelayanan nya.,5
saya baru memperbaharui my bca ko sekarang keluar keluar terus ya nga bisa masuk aplikasinya my bca,5
My Bca sama MBanking ngk bisa di buka keluar2 trus ada apa ya...!?,4
"Aplikasi yg simpel, update terus biar semuanya jadi lebih baik lagi",5
update mulu heran tiap mau dipake,4
"Mau daftar mybca susah banget, tidak bisa login gagal terus ,ada apa ini",1
"Hanya sekedar hiburan,,tabungan gak ada saldonya wek wekwek",5
"Mbca memudahkan kita untuk transaksi pembayaran,terutama untuk para pedagang jadi lebih efisien",5
di update nya lemot bangetttttttt yaallahh,2
Mudah di gunakan dan cepat,5
"Terbaik dan Simple , Safe",5
"update : untuk sekarang sudah bagus sih, jarang trouble",5
"Dengan BCA mobil transaksi dengan jumlah cukup besar gak perlu ke bank , saya pernah transfer 50 jt tidak harus ke bank cukup lewat hp saja .....trims BCA",5
"Terimakasih BCA pelayanan yg simple dan memuaskan nasabah, Success all",5
maap banget kasi bintang 1 soalnya selalu minta di update terus apk nya,1
"Dalam sebulan lebih dari 4x update,..buat apa?? Jangan bikin ribet lahh",1
"Aplikasi gampang, memudahkan user dalam penggunaan",5
Mudah-mudahan bisa membantu keuangan buat keluargaku..,5
"Kasih 4 dulu aja, klo ada update ga da jeda waktunya. Kalau lagi buru² wajib update jadi update dlu bru bisa di pke myBCA-nya. Saran kalau mau ada update di kasih notif nya pling ga tuh 3hr sebelum wajib update.",4
Udh pembaharuan tapi aplikasi tidak bisa dibuka,3
aplikasi saya akhir² ini minta update mulu sih hari ini aja udah d update 2 kali,2
"Terlalu sering update,, 1 bulan kok update 3x",3
smpai skrg mybca ga bisa.digunakan alasan dlam pemeliharan sistem,1
uda paling keren dah myBCA apalagi QRIS bisa bayar pake CC.komplit bngat dah tu semoga ya BCA,5
Sangat membantu memberi pelayanan mudah bisa dari rumah,5
transaksi qris saldo berkurang tidak terbayarkan,1
"Aplikasi JADUL !! KUNO KETINGGALAN JAMAN. MENGAPA LOGIN MESTI VIDEO CALL LEBIH DULUUU ??! Diminta Video call, TAPIII GADA YG LAYANII ! APA SIII MAKSUDMU, BCA ??!",2
"Buka blokir ribet, Uda ke cabang sambil tlp halo BCA masih ga bs kebuka jg. User id sm kartu ga singkron 😑 buka mobile bCa ga bs, buka internet banking token katanya saldo dibawah normal 😴",1
Sangat mudah di gunakan. Sukses selalu,5
keseringan harus update malah jadi ribet,1
"Transaksi via Bank BCA jauh lbh cpt, baik transaksi antrian d teller maupun fasilitas setor tunai d ATM bs maks 100 jt. itu dantara kelebihannya.",5
"Tolong kembangkan aplikasi agar bisa ganti id myBCA dong, walaupun sekali.",5
"Tidak dapat diperbarui, instal ulang juga tak bisa...",2
Di update ko malah jadi lemot banget,5
Sangat baik dan mudah dipergunakan nya,5
Gmana sih hbs updaye malah ga bs dgunakan. Jangan update kllo aplikasi ga bs dgunakan,1
Sangat bagus di MyBCA transaksi mudah dan flexible,5
Trimakasih. Keren Aplikasinya. Sukses selalu ya!,5
"Kemudahan membuka rekening bca di bantu security dari cetak kartu ,buat m banking nya dan setor tunai ... good luck ...",5
Sayang seribu kali sayang aplikasi ini begitu sempurna,5
Kenapa di android yg lawas suka forceclose ya,1
Mudah simple komplit,5
"kenyamanan kurang,bagus mobile bca",1
"Tiba2 harus reset password, ga bisa login",1
Sangat membantu mempermudah segala transaksi,5
Lebih mudah dan praktis,5
lebih mudah ternyata ya. myBCA...saya baru menggunakanya.semoga aman tidak ada kendala ke depannya ....sukses buat myBCA,5
"KODE OTP BERBAYAR PULSA LAMA BANGET SMS MASUK, 1 KALI OTP TERBATAS 90 DETIK GILAK, KALO MAU DIKASIH WAKTU BENERIN DULU SISTEM LU ITU TOLOL",1
"Ribet sudah masuk dengan BCA.ID dan password benar diputar terus suruh regist data, sudah regist data di suruh regist data lagi",1
Aku tiba2 ke blokir 2x. Ini kenap ya? Gak pernah salah masukan password padahal,1
Ada fitur pay later BCA gak bisa di pakai padahal sudah menjadi nasabah bertahun2.......payah,1
kok gk bisa login tiba2,4
Simple dan mudah.,5
"Fiturnya Juara banget, keren",5
"Bagus tapi sempat dikerjain oleh Polniwati Salim (pelacurnya Jokowi) dan pekerja BCA lainnya,saya ini pemilik BCA sekaligus Microsoft,Google dan Atari dan lainnya perusahaan Hi Tek lainnya, Saya mau tuntut semuanya yang kerjain saya termasuk Presiden Indonesia Henkui, Bapak Joko Widodo dan semuanya termasuk menteri2 terutama menkeu dan menkes. MAKSUD SAYA BAGUS KAFIRNYA, BAGUS GOBLOKNYA, BAGUS henkui-nya.... Jin Polisi Indonesia jadi saksi sekaligus yang akan urus kasus luar biasa ini....",5
Akhir2 ini lemot,2
"Sangat banyak manfaat,dan mudah pengunaan",5
Bagus sangat membantu sekali buat kebutuhan saya,5
Update terus anjir. Gk ada fitur tambah jga g hrus update dongggg. Cape anjir sebulan bisa 2x,3
Kenapa salah mulu terus masuk di otp nya valid mulu,1
"Sy pengguna baru bca tp sayang.x baru satu kali masukin password yg kebetulan salah eh langsung terblokir,repot",1
"Aplikasi perbankan paling oke buat saya saat ini, karena bisa transfer sampe 300jt dan bisa menjadwalkan transfer rutin (bulanan)",5
Update terus min 😒,5
Fitur tidak lengkap.. pembayaran listrik tidak ada.,1
Dari KlikBCA sampai My BCA aplikasi nya tidak bisa di gunakan. Klo bukan karna pekerjaan saya malas pakai BCA.,1
"aplikasi apa an ini, udh log in berkali kali tetep aja gak bisa",1
Kenapa menu untuk lihat saldo & isi ulang Kartu Flazz kenapa tidak ada?,5
Terimakasih sy audah bisa memakai aplikasi ini... Terimakasih atas bantuannya tim hallo BCA... SEMOGA SUKSES SELALU.... DAN LANCAR JAYA... AAMMMIIINNNN🤲🤲🤲,5
Mantap ...lebih bagus fiturx dan sangat membantu untuk saya,5
Login susah masuknya.verifikasi SMS lama kali terkirimnya,1
"Gimana sii verifikasi kok gagal terus, udah laporan juga di halobca sama ajah ga bisa juga,",1
Sangat membantu sekali,5
"Kesel udah berkali kali verifikasi wajah, gagal terus. Mesti gimana sih wajah nya",1
Kebanyakan update,2
"Aplikasi yg sgt cepat dlm transaksi,no ribet...terima kasih MyBCA",5
Aplikasi lemot. Padahal jaringan stabil,3
"Last update, lemot bugs dll. Huft lah",1
Sbulan update berapa kali sih.. kok tiap buka disuruh update terus udh 3x sebulan,3
Versi terbaru buat saya gak nyaman.. kirim dana harus 2x dan gak ada mutasi..hadeeeeh,1
aplikasi BCA terbaik,5
Daftar ribet vermuk udah jelas data udah jelas tetep gabisa,1
"Susah amat ngirim OTP doang, tolong perbaiki lagi untuk verifikasi OTP nya",1
Kenapa baru bisa transfer aja ? kenapa fiturnya ga kayak mbca ?,2
